Pedido,CodigoProduto,ChaveCliente,Data,Quantidade,PrecoUnitario,ValorLiquido,EhDevolucao
548409,22699,12731,2011-03-31,12,2.95,35.4,0
548409,21844,12731,2011-03-31,36,2.55,91.8,0
548409,20682,12731,2011-03-31,24,3.25,78.0,0
548409,10125,12731,2011-03-31,40,0.85,34.0,0
548409,22423,12731,2011-03-31,16,10.95,175.2,0
548409,22745,12731,2011-03-31,24,2.1,50.4,0
548409,22747,12731,2011-03-31,12,2.1,25.2,0
548409,22746,12731,2011-03-31,24,2.1,50.4,0
548409,22748,12731,2011-03-31,24,2.1,50.4,0
548409,22139,12731,2011-03-31,12,4.95,59.4,0
548409,21889,12731,2011-03-31,24,1.25,30.0,0
548409,21915,12731,2011-03-31,36,1.25,45.0,0
548409,21914,12731,2011-03-31,36,1.25,45.0,0
548409,22549,12731,2011-03-31,36,1.45,52.2,0
548409,22620,12731,2011-03-31,48,1.25,60.0,0
548409,22553,12731,2011-03-31,48,1.65,79.2,0
548409,22492,12731,2011-03-31,144,0.65,93.6,0
548409,20685,12731,2011-03-31,10,6.75,67.5,0
548409,21524,12731,2011-03-31,10,6.75,67.5,0
548409,48138,12731,2011-03-31,10,6.75,67.5,0
548409,22367,12731,2011-03-31,16,1.95,31.2,0
548409,20725,12731,2011-03-31,20,1.65,33.0,0
548409,20727,12731,2011-03-31,10,1.65,16.5,0
548409,22629,12731,2011-03-31,12,1.95,23.4,0
548409,22630,12731,2011-03-31,12,1.95,23.4,0
548409,22352,12731,2011-03-31,24,2.55,61.2,0
548409,22662,12731,2011-03-31,10,1.65,16.5,0
548409,84879,12731,2011-03-31,160,1.45,232.0,0
548409,22203,12731,2011-03-31,8,3.75,30.0,0
548409,21539,12731,2011-03-31,6,4.95,29.7,0
548410,23007,12731,2011-03-31,6,14.95,89.7,0
548410,23010,12731,2011-03-31,6,14.95,89.7,0
548410,22992,12731,2011-03-31,60,1.95,117.0,0
548410,22991,12731,2011-03-31,60,1.95,117.0,0
548496,23157,12678,2011-03-31,1,2.08,2.08,0
548496,22941,12678,2011-03-31,1,8.5,8.5,0
548496,22433,12678,2011-03-31,1,1.95,1.95,0
548496,22431,12678,2011-03-31,1,1.95,1.95,0
548496,22616,12678,2011-03-31,120,0.29,34.8,0
548496,22555,12678,2011-03-31,96,1.45,139.2,0
548496,22551,12678,2011-03-31,96,1.45,139.2,0
548496,22556,12678,2011-03-31,96,1.45,139.2,0
548496,22554,12678,2011-03-31,96,1.45,139.2,0
548496,22434,12678,2011-03-31,72,1.95,140.4,0
548496,22492,12678,2011-03-31,72,0.65,46.8,0
548496,21725,12678,2011-03-31,24,0.85,20.4,0
548496,21724,12678,2011-03-31,24,0.85,20.4,0
548496,21723,12678,2011-03-31,24,0.85,20.4,0
548496,22563,12678,2011-03-31,60,1.25,75.0,0
548496,22562,12678,2011-03-31,60,1.25,75.0,0
548496,85099F,12678,2011-03-31,200,1.79,358.0,0
548496,22386,12678,2011-03-31,200,1.79,358.0,0
548496,21094,12678,2011-03-31,96,0.64,61.44,0
548496,21086,12678,2011-03-31,108,0.65,70.2,0
548496,21080,12678,2011-03-31,96,0.72,69.12,0
548496,22963,12678,2011-03-31,96,0.72,69.12,0
548496,22962,12678,2011-03-31,96,0.72,69.12,0
548496,22961,12678,2011-03-31,48,1.45,69.6,0
548496,22978,12678,2011-03-31,18,3.75,67.5,0
548496,84375,12678,2011-03-31,96,2.1,201.6,0
548496,22989,12678,2011-03-31,100,2.75,275.0,0
548496,22900,12678,2011-03-31,72,3.25,234.0,0
548496,22937,12678,2011-03-31,36,2.55,91.8,0
548496,22133,12678,2011-03-31,72,0.85,61.2,0
548496,22132,12678,2011-03-31,72,0.85,61.2,0
548496,22726,12678,2011-03-31,8,3.75,30.0,0
548496,22728,12678,2011-03-31,8,3.75,30.0,0
548496,22846,12678,2011-03-31,4,14.95,59.8,0
548496,22432,12678,2011-03-31,1,1.95,1.95,0
548553,21472,12523,2011-04-01,6,3.75,22.5,0
548553,22262,12523,2011-04-01,12,0.85,10.2,0
548553,23231,12523,2011-04-01,25,0.42,10.5,0
548553,21844,12523,2011-04-01,6,2.95,17.7,0
548553,22957,12523,2011-04-01,6,2.95,17.7,0
548553,21533,12523,2011-04-01,3,4.95,14.85,0
548553,21535,12523,2011-04-01,6,2.55,15.3,0
548553,22285,12523,2011-04-01,12,1.65,19.8,0
548553,35911A,12523,2011-04-01,12,0.85,10.2,0
C548564,20750,12616,2011-04-01,-1,7.95,-7.95,1
548606,10002,12731,2011-04-01,120,0.85,102.0,0
548606,22398,12731,2011-04-01,60,1.25,75.0,0
548606,22402,12731,2011-04-01,60,1.25,75.0,0
548725,POST,12678,2011-04-04,1,134.0,134.0,0
548737,23076,12682,2011-04-04,48,1.25,60.0,0
548737,23159,12682,2011-04-04,12,2.08,24.96,0
548737,20725,12682,2011-04-04,20,1.65,33.0,0
548737,22383,12682,2011-04-04,10,1.65,16.5,0
548737,22382,12682,2011-04-04,10,1.65,16.5,0
548737,20726,12682,2011-04-04,10,1.65,16.5,0
548737,22352,12682,2011-04-04,6,2.55,15.3,0
548737,21559,12682,2011-04-04,6,2.55,15.3,0
548737,22321,12682,2011-04-04,12,0.85,10.2,0
548737,22432,12682,2011-04-04,12,1.95,23.4,0
548737,20749,12682,2011-04-04,4,7.95,31.8,0
548737,21212,12682,2011-04-04,24,0.55,13.2,0
548737,84279B,12682,2011-04-04,8,3.75,30.0,0
548737,21936,12682,2011-04-04,5,2.95,14.75,0
548737,23050,12682,2011-04-04,2,8.25,16.5,0
548737,15056P,12682,2011-04-04,3,5.95,17.85,0
548737,22077,12682,2011-04-04,12,1.65,19.8,0
548737,21121,12682,2011-04-04,24,1.25,30.0,0
548737,22859,12682,2011-04-04,6,1.65,9.9,0
548737,22435,12682,2011-04-04,12,1.25,15.0,0
548737,22892,12682,2011-04-04,12,1.25,15.0,0
548737,22669,12682,2011-04-04,5,2.95,14.75,0
548737,22467,12682,2011-04-04,6,2.55,15.3,0
548737,21039,12682,2011-04-04,6,2.55,15.3,0
548737,22087,12682,2011-04-04,6,2.95,17.7,0
548737,22027,12682,2011-04-04,12,0.42,5.04,0
548737,POST,12682,2011-04-04,4,18.0,72.0,0
548913,M,12669,2011-04-05,1,1136.3,1136.3,0
C548914,M,12669,2011-04-05,-1,1136.3,-1136.3,1
549274,22514,12721,2011-04-07,6,2.1,12.6,0
549274,22515,12721,2011-04-07,6,2.1,12.6,0
549274,22518,12721,2011-04-07,6,2.1,12.6,0
549274,22519,12721,2011-04-07,6,2.1,12.6,0
549274,22524,12721,2011-04-07,10,1.25,12.5,0
549274,22517,12721,2011-04-07,6,2.1,12.6,0
549274,22516,12721,2011-04-07,6,2.1,12.6,0
549274,23007,12721,2011-04-07,1,16.95,16.95,0
549274,23008,12721,2011-04-07,1,16.95,16.95,0
549274,16156L,12721,2011-04-07,25,0.42,10.5,0
549274,21498,12721,2011-04-07,25,0.42,10.5,0
549274,21507,12721,2011-04-07,12,0.42,5.04,0
549274,21509,12721,2011-04-07,12,0.42,5.04,0
549274,22025,12721,2011-04-07,12,0.42,5.04,0
549274,22027,12721,2011-04-07,24,0.42,10.08,0
549274,22630,12721,2011-04-07,12,1.95,23.4,0
549274,20726,12721,2011-04-07,10,1.65,16.5,0
549274,20979,12721,2011-04-07,16,1.25,20.0,0
549274,20977,12721,2011-04-07,16,1.25,20.0,0
549274,22431,12721,2011-04-07,6,1.95,11.7,0
549274,22432,12721,2011-04-07,6,1.95,11.7,0
549274,22385,12721,2011-04-07,10,2.08,20.8,0
549274,22634,12721,2011-04-07,2,9.95,19.9,0
549274,POST,12721,2011-04-07,3,18.0,54.0,0
C549582,22423,12656,2011-04-11,-3,12.75,-38.25,1
550145,22992,12637,2011-04-14,12,1.95,23.4,0
550145,22991,12637,2011-04-14,12,1.95,23.4,0
550145,23052,12637,2011-04-14,4,8.25,33.0,0
550145,23049,12637,2011-04-14,2,8.25,16.5,0
550145,23053,12637,2011-04-14,4,8.25,33.0,0
550145,23054,12637,2011-04-14,2,8.25,16.5,0
550145,22556,12637,2011-04-14,12,1.65,19.8,0
550145,22663,12637,2011-04-14,10,2.08,20.8,0
550145,22662,12637,2011-04-14,10,1.65,16.5,0
550145,22859,12637,2011-04-14,6,1.65,9.9,0
550145,85059,12637,2011-04-14,4,3.75,15.0,0
550145,22492,12637,2011-04-14,36,0.65,23.4,0
550145,22962,12637,2011-04-14,12,0.85,10.2,0
550145,22692,12637,2011-04-14,2,7.95,15.9,0
550145,22963,12637,2011-04-14,12,0.85,10.2,0
550145,85014A,12637,2011-04-14,3,5.95,17.85,0
550145,22728,12637,2011-04-14,12,3.75,45.0,0
550145,22725,12637,2011-04-14,8,3.75,30.0,0
550145,22729,12637,2011-04-14,4,3.75,15.0,0
550145,22727,12637,2011-04-14,8,3.75,30.0,0
550145,21746,12637,2011-04-14,12,1.25,15.0,0
550145,21880,12637,2011-04-14,12,0.65,7.8,0
550145,22551,12637,2011-04-14,24,1.65,39.6,0
550145,22629,12637,2011-04-14,12,1.95,23.4,0
550145,22382,12637,2011-04-14,10,1.65,16.5,0
550145,22385,12637,2011-04-14,10,2.08,20.8,0
550145,22423,12637,2011-04-14,1,12.75,12.75,0
550145,22554,12637,2011-04-14,12,1.65,19.8,0
550145,22326,12637,2011-04-14,6,2.95,17.7,0
550145,20726,12637,2011-04-14,10,1.65,16.5,0
550145,POST,12637,2011-04-14,3,18.0,54.0,0
C550147,POST,12637,2011-04-14,-3,18.0,-54.0,1
550313,22992,12681,2011-04-17,12,1.95,23.4,0
550313,23076,12681,2011-04-17,48,1.25,60.0,0
550313,23155,12681,2011-04-17,24,0.83,19.92,0
550313,23158,12681,2011-04-17,24,2.08,49.92,0
550313,23159,12681,2011-04-17,12,2.08,24.96,0
550313,22326,12681,2011-04-17,12,2.95,35.4,0
550313,84077,12681,2011-04-17,48,0.29,13.92,0
550313,22427,12681,2011-04-17,3,5.95,17.85,0
550313,22024,12681,2011-04-17,12,0.42,5.04,0
550313,22037,12681,2011-04-17,12,0.42,5.04,0
550313,22027,12681,2011-04-17,12,0.42,5.04,0
550313,21786,12681,2011-04-17,24,0.42,10.08,0
550313,22976,12681,2011-04-17,12,1.25,15.0,0
550313,21238,12681,2011-04-17,8,0.85,6.8,0
550313,21240,12681,2011-04-17,8,0.85,6.8,0
550313,20719,12681,2011-04-17,10,0.85,8.5,0
550313,21578,12681,2011-04-17,6,2.25,13.5,0
550313,22312,12681,2011-04-17,6,2.95,17.7,0
550313,22365,12681,2011-04-17,4,7.95,31.8,0
550313,22556,12681,2011-04-17,12,1.65,19.8,0
550313,22652,12681,2011-04-17,10,1.65,16.5,0
550313,22895,12681,2011-04-17,6,3.25,19.5,0
550313,22620,12681,2011-04-17,12,1.45,17.4,0
550313,21731,12681,2011-04-17,24,1.65,39.6,0
550313,48138,12681,2011-04-17,2,7.95,15.9,0
550313,21719,12681,2011-04-17,12,0.85,10.2,0
550313,POST,12681,2011-04-17,2,18.0,36.0,0
550338,23051,12413,2011-04-17,2,8.25,16.5,0
550338,21936,12413,2011-04-17,10,2.95,29.5,0
550338,85099B,12413,2011-04-17,10,2.08,20.8,0
550338,85014A,12413,2011-04-17,3,5.95,17.85,0
C550365,22398,12731,2011-04-18,-60,1.25,-75.0,1
C550365,POST,12731,2011-04-18,-1,11.0,-11.0,1
550661,22989,12656,2011-04-20,6,3.25,19.5,0
550661,23052,12656,2011-04-20,2,8.25,16.5,0
550661,23053,12656,2011-04-20,2,8.25,16.5,0
550661,22376,12656,2011-04-20,4,4.25,17.0,0
550661,22374,12656,2011-04-20,4,4.25,17.0,0
550661,22371,12656,2011-04-20,4,4.25,17.0,0
550661,21936,12656,2011-04-20,30,2.95,88.5,0
550661,22629,12656,2011-04-20,12,1.95,23.4,0
550661,22382,12656,2011-04-20,20,1.65,33.0,0
550661,22662,12656,2011-04-20,20,1.65,33.0,0
550661,20725,12656,2011-04-20,20,1.65,33.0,0
550661,22384,12656,2011-04-20,20,1.65,33.0,0
550661,22326,12656,2011-04-20,12,2.95,35.4,0
550661,84279P,12656,2011-04-20,4,3.75,15.0,0
550661,84279B,12656,2011-04-20,4,3.75,15.0,0
550661,20726,12656,2011-04-20,20,1.65,33.0,0
550661,22630,12656,2011-04-20,12,1.95,23.4,0
550661,POST,12656,2011-04-20,4,18.0,72.0,0
550821,22841,12506,2011-04-21,1,7.95,7.95,0
550821,22840,12506,2011-04-21,1,7.95,7.95,0
550821,22934,12506,2011-04-21,1,2.95,2.95,0
550821,22933,12506,2011-04-21,1,2.95,2.95,0
550821,22090,12506,2011-04-21,1,2.95,2.95,0
550821,22432,12506,2011-04-21,1,1.95,1.95,0
550821,22963,12506,2011-04-21,1,0.85,0.85,0
550821,22962,12506,2011-04-21,1,0.85,0.85,0
550821,22960,12506,2011-04-21,1,4.25,4.25,0
550821,22989,12506,2011-04-21,1,3.25,3.25,0
550821,22907,12506,2011-04-21,1,0.85,0.85,0
550821,22722,12506,2011-04-21,1,3.95,3.95,0
550821,22978,12506,2011-04-21,1,3.75,3.75,0
550821,84378,12506,2011-04-21,1,1.25,1.25,0
550821,84375,12506,2011-04-21,1,2.1,2.1,0
550821,21658,12506,2011-04-21,1,3.95,3.95,0
550821,84988,12506,2011-04-21,1,1.45,1.45,0
550821,84987,12506,2011-04-21,1,1.45,1.45,0
550821,21974,12506,2011-04-21,1,1.45,1.45,0
550821,22328,12506,2011-04-21,1,2.95,2.95,0
550821,22604,12506,2011-04-21,1,2.55,2.55,0
550821,22927,12506,2011-04-21,1,5.95,5.95,0
550821,22926,12506,2011-04-21,1,5.95,5.95,0
550827,20725,12670,2011-04-21,20,1.65,33.0,0
550827,22254,12670,2011-04-21,12,1.25,15.0,0
550827,22255,12670,2011-04-21,24,0.85,20.4,0
550827,20750,12670,2011-04-21,8,7.95,63.6,0
550827,85014B,12670,2011-04-21,6,5.95,35.7,0
550827,20682,12670,2011-04-21,6,3.25,19.5,0
550827,22740,12670,2011-04-21,48,0.85,40.8,0
550827,23206,12670,2011-04-21,10,1.65,16.5,0
550827,22352,12670,2011-04-21,12,2.55,30.6,0
550827,22629,12670,2011-04-21,12,1.95,23.4,0
550827,22659,12670,2011-04-21,12,1.95,23.4,0
550827,22631,12670,2011-04-21,12,1.95,23.4,0
550827,22382,12670,2011-04-21,10,1.65,16.5,0
550827,21035,12670,2011-04-21,12,3.25,39.0,0
550827,22895,12670,2011-04-21,12,3.25,39.0,0
550827,21559,12670,2011-04-21,6,2.55,15.3,0
550827,22900,12670,2011-04-21,12,3.25,39.0,0
550827,22556,12670,2011-04-21,12,1.65,19.8,0
550827,22551,12670,2011-04-21,12,1.65,19.8,0
550827,22303,12670,2011-04-21,12,2.55,30.6,0
550827,21936,12670,2011-04-21,5,2.95,14.75,0
550827,POST,12670,2011-04-21,3,18.0,54.0,0
551163,21749,12573,2011-04-26,4,2.1,8.4,0
551163,22459,12573,2011-04-26,1,2.55,2.55,0
551163,22996,12573,2011-04-26,1,0.42,0.42,0
551163,23003,12573,2011-04-26,1,0.42,0.42,0
551163,84879,12573,2011-04-26,4,1.69,6.76,0
551163,21507,12573,2011-04-26,12,0.42,5.04,0
551163,21531,12573,2011-04-26,1,2.55,2.55,0
551163,22403,12573,2011-04-26,1,1.25,1.25,0
551163,22358,12573,2011-04-26,1,2.95,2.95,0
551163,84927F,12573,2011-04-26,1,2.1,2.1,0
551163,84927A,12573,2011-04-26,1,2.1,2.1,0
551163,21696,12573,2011-04-26,12,2.95,35.4,0
551163,22224,12573,2011-04-26,4,2.95,11.8,0
551163,47566,12573,2011-04-26,2,4.95,9.9,0
551163,22924,12573,2011-04-26,12,0.85,10.2,0
551163,22431,12573,2011-04-26,1,1.95,1.95,0
551163,85194S,12573,2011-04-26,1,0.65,0.65,0
551163,22976,12573,2011-04-26,1,1.25,1.25,0
551163,22975,12573,2011-04-26,1,1.25,1.25,0
551163,22976,12573,2011-04-26,2,1.25,2.5,0
551163,22974,12573,2011-04-26,2,1.65,3.3,0
551163,21385,12573,2011-04-26,2,0.85,1.7,0
551163,22972,12573,2011-04-26,2,1.65,3.3,0
551163,22977,12573,2011-04-26,2,1.25,2.5,0
551163,22501,12573,2011-04-26,1,9.95,9.95,0
551163,22083,12573,2011-04-26,1,2.95,2.95,0
551163,21385,12573,2011-04-26,1,0.85,0.85,0
551163,85123A,12573,2011-04-26,9,2.95,26.55,0
C551333,22320,12681,2011-04-27,-2,5.95,-11.9,1
551389,22090,12437,2011-04-28,24,2.95,70.8,0
551389,21086,12437,2011-04-28,48,0.65,31.2,0
551389,22693,12437,2011-04-28,24,1.25,30.0,0
551389,22423,12437,2011-04-28,2,12.75,25.5,0
551389,21212,12437,2011-04-28,24,0.55,13.2,0
551389,22132,12437,2011-04-28,12,0.85,10.2,0
551389,22133,12437,2011-04-28,12,0.85,10.2,0
551389,POST,12437,2011-04-28,1,18.0,18.0,0
551539,20719,12598,2011-05-03,10,0.85,8.5,0
551539,20723,12598,2011-05-03,10,0.85,8.5,0
551539,23204,12598,2011-05-03,20,0.85,17.0,0
551539,20724,12598,2011-05-03,20,0.85,17.0,0
551539,22661,12598,2011-05-03,10,0.85,8.5,0
551539,23076,12598,2011-05-03,48,1.25,60.0,0
551539,23078,12598,2011-05-03,48,1.25,60.0,0
551539,23158,12598,2011-05-03,12,2.08,24.96,0
551539,23155,12598,2011-05-03,24,0.83,19.92,0
551539,22972,12598,2011-05-03,12,1.65,19.8,0
551539,22974,12598,2011-05-03,12,1.65,19.8,0
551539,23256,12598,2011-05-03,8,4.15,33.2,0
551539,23254,12598,2011-05-03,8,4.15,33.2,0
551539,84997D,12598,2011-05-03,8,4.15,33.2,0
551539,23255,12598,2011-05-03,8,4.15,33.2,0
551539,23077,12598,2011-05-03,20,1.25,25.0,0
551539,22181,12598,2011-05-03,24,0.85,20.4,0
551539,21700,12598,2011-05-03,48,0.85,40.8,0
551539,21559,12598,2011-05-03,6,2.55,15.3,0
551539,22303,12598,2011-05-03,12,2.55,30.6,0
551544,22960,12683,2011-05-03,6,4.25,25.5,0
551544,22969,12683,2011-05-03,12,1.45,17.4,0
551544,22993,12683,2011-05-03,12,1.25,15.0,0
551544,23076,12683,2011-05-03,24,1.25,30.0,0
551544,23156,12683,2011-05-03,24,2.08,49.92,0
551544,23159,12683,2011-05-03,24,2.08,49.92,0
551544,47599A,12683,2011-05-03,30,2.1,63.0,0
551544,47599B,12683,2011-05-03,18,2.1,37.8,0
551544,22328,12683,2011-05-03,12,2.95,35.4,0
551544,23206,12683,2011-05-03,10,1.65,16.5,0
551544,22662,12683,2011-05-03,10,1.65,16.5,0
551544,22090,12683,2011-05-03,40,2.55,102.0,0
551544,22352,12683,2011-05-03,12,2.55,30.6,0
551544,84828,12683,2011-05-03,12,1.25,15.0,0
551544,22626,12683,2011-05-03,2,8.5,17.0,0
551544,21086,12683,2011-05-03,24,0.65,15.6,0
551544,21094,12683,2011-05-03,24,0.85,20.4,0
551544,21095,12683,2011-05-03,24,0.85,20.4,0
551544,21080,12683,2011-05-03,24,0.85,20.4,0
551544,22978,12683,2011-05-03,6,3.75,22.5,0
551544,POST,12683,2011-05-03,4,18.0,72.0,0
551545,84997C,12683,2011-05-03,6,4.15,24.9,0
551552,POST,12598,2011-05-03,2,18.0,36.0,0
551649,21747,12643,2011-05-03,48,1.05,50.4,0
551649,21746,12643,2011-05-03,48,1.06,50.88,0
551649,21380,12643,2011-05-03,24,2.55,61.2,0
551649,POST,12643,2011-05-03,2,20.0,40.0,0
551652,21212,12643,2011-05-03,24,0.42,10.08,0
551652,21213,12643,2011-05-03,48,0.42,20.16,0
551652,22083,12643,2011-05-03,40,2.55,102.0,0
551652,22090,12643,2011-05-03,80,2.55,204.0,0
551652,POST,12643,2011-05-03,2,1.0,2.0,0
551887,22382,12593,2011-05-05,10,1.65,16.5,0
551887,20726,12593,2011-05-05,10,1.65,16.5,0
551887,22662,12593,2011-05-05,10,1.65,16.5,0
551887,15058C,12593,2011-05-05,10,3.95,39.5,0
551887,22629,12593,2011-05-05,12,1.95,23.4,0
551887,22630,12593,2011-05-05,12,1.95,23.4,0
551887,21731,12593,2011-05-05,12,1.65,19.8,0
551887,22664,12593,2011-05-05,5,2.1,10.5,0
551887,22380,12593,2011-05-05,5,2.1,10.5,0
551887,22659,12593,2011-05-05,12,1.95,23.4,0
551887,POST,12593,2011-05-05,2,18.0,36.0,0
552315,22555,12700,2011-05-08,12,1.65,19.8,0
552315,22551,12700,2011-05-08,12,1.65,19.8,0
552315,22554,12700,2011-05-08,12,1.65,19.8,0
552315,22556,12700,2011-05-08,12,1.65,19.8,0
552315,23076,12700,2011-05-08,24,1.25,30.0,0
552315,23077,12700,2011-05-08,20,1.25,25.0,0
552315,23078,12700,2011-05-08,24,1.25,30.0,0
552315,85049G,12700,2011-05-08,12,1.25,15.0,0
552315,85049H,12700,2011-05-08,12,1.25,15.0,0
552315,85049C,12700,2011-05-08,12,1.25,15.0,0
552315,22693,12700,2011-05-08,24,1.25,30.0,0
552315,84879,12700,2011-05-08,16,1.69,27.04,0
552315,23256,12700,2011-05-08,4,4.15,16.6,0
552315,23254,12700,2011-05-08,4,4.15,16.6,0
552315,84997D,12700,2011-05-08,4,4.15,16.6,0
552315,22971,12700,2011-05-08,6,2.55,15.3,0
552315,21559,12700,2011-05-08,6,2.55,15.3,0
552315,22629,12700,2011-05-08,12,1.95,23.4,0
552315,22630,12700,2011-05-08,12,1.95,23.4,0
552315,22662,12700,2011-05-08,10,1.65,16.5,0
552315,20726,12700,2011-05-08,10,1.65,16.5,0
552315,22975,12700,2011-05-08,12,1.25,15.0,0
552315,22976,12700,2011-05-08,12,1.25,15.0,0
552315,21212,12700,2011-05-08,24,0.55,13.2,0
552315,22417,12700,2011-05-08,24,0.55,13.2,0
552315,21976,12700,2011-05-08,24,0.55,13.2,0
552315,22951,12700,2011-05-08,24,0.55,13.2,0
552315,84992,12700,2011-05-08,24,0.55,13.2,0
552315,22423,12700,2011-05-08,1,12.75,12.75,0
552315,21949,12700,2011-05-08,12,1.25,15.0,0
552315,22699,12700,2011-05-08,12,2.95,35.4,0
552315,21544,12700,2011-05-08,12,0.85,10.2,0
552315,21700,12700,2011-05-08,12,0.85,10.2,0
552315,22390,12700,2011-05-08,6,2.55,15.3,0
552315,22393,12700,2011-05-08,6,2.55,15.3,0
552315,22025,12700,2011-05-08,12,0.42,5.04,0
552315,22024,12700,2011-05-08,12,0.42,5.04,0
552315,22027,12700,2011-05-08,12,0.42,5.04,0
552315,21508,12700,2011-05-08,12,0.42,5.04,0
552315,22028,12700,2011-05-08,12,0.42,5.04,0
552315,22037,12700,2011-05-08,12,0.42,5.04,0
552315,22029,12700,2011-05-08,12,0.42,5.04,0
552315,22712,12700,2011-05-08,12,0.42,5.04,0
552315,22984,12700,2011-05-08,12,0.42,5.04,0
552315,16048,12700,2011-05-08,24,0.42,10.08,0
552315,22418,12700,2011-05-08,24,0.85,20.4,0
552315,16237,12700,2011-05-08,30,0.21,6.3,0
552315,POST,12700,2011-05-08,6,18.0,108.0,0
552315,23199,12700,2011-05-08,10,2.08,20.8,0
552315,23206,12700,2011-05-08,10,1.65,16.5,0
552315,23065,12700,2011-05-08,4,12.5,50.0,0
552315,23066,12700,2011-05-08,4,8.25,33.0,0
552315,23204,12700,2011-05-08,10,0.85,8.5,0
552315,23208,12700,2011-05-08,10,1.65,16.5,0
552315,85099C,12700,2011-05-08,10,2.08,20.8,0
552315,22661,12700,2011-05-08,10,0.85,8.5,0
552315,85169D,12700,2011-05-08,12,1.25,15.0,0
552315,22637,12700,2011-05-08,4,2.55,10.2,0
552315,22646,12700,2011-05-08,12,1.45,17.4,0
552315,23194,12700,2011-05-08,8,2.25,18.0,0
552315,23176,12700,2011-05-08,8,2.25,18.0,0
552315,21219,12700,2011-05-08,10,1.25,12.5,0
C552317,POST,12700,2011-05-08,-2,18.0,-36.0,1
552325,23206,12490,2011-05-09,10,1.65,16.5,0
552325,23199,12490,2011-05-09,20,2.08,41.6,0
552325,21238,12490,2011-05-09,8,0.85,6.8,0
552325,21239,12490,2011-05-09,8,0.85,6.8,0
552325,22090,12490,2011-05-09,6,2.95,17.7,0
552325,85099B,12490,2011-05-09,10,2.08,20.8,0
552325,20724,12490,2011-05-09,10,0.85,8.5,0
552325,20725,12490,2011-05-09,10,1.65,16.5,0
552325,22379,12490,2011-05-09,10,2.1,21.0,0
552325,22386,12490,2011-05-09,10,2.08,20.8,0
552325,20712,12490,2011-05-09,10,2.08,20.8,0
552325,21559,12490,2011-05-09,6,2.55,15.3,0
552325,22895,12490,2011-05-09,6,3.25,19.5,0
552325,22302,12490,2011-05-09,6,2.55,15.3,0
552325,22303,12490,2011-05-09,12,2.55,30.6,0
552325,23204,12490,2011-05-09,20,0.85,17.0,0
552325,POST,12490,2011-05-09,2,18.0,36.0,0
C552335,22626,12683,2011-05-09,-2,8.5,-17.0,1
552464,22531,12726,2011-05-09,96,0.42,40.32,0
552464,21086,12726,2011-05-09,12,0.65,7.8,0
552464,21094,12726,2011-05-09,12,0.85,10.2,0
552464,21829,12726,2011-05-09,72,0.21,15.12,0
552464,22435,12726,2011-05-09,24,1.25,30.0,0
552464,22620,12726,2011-05-09,24,1.45,34.8,0
552464,22541,12726,2011-05-09,48,0.42,20.16,0
552464,21122,12726,2011-05-09,24,1.25,30.0,0
552464,22437,12726,2011-05-09,20,0.85,17.0,0
552464,POST,12726,2011-05-09,1,18.0,18.0,0
552631,20974,12684,2011-05-10,24,0.65,15.6,0
552631,20975,12684,2011-05-10,24,0.65,15.6,0
552631,20983,12684,2011-05-10,12,0.85,10.2,0
552631,22534,12684,2011-05-10,24,0.42,10.08,0
552631,22540,12684,2011-05-10,24,0.42,10.08,0
552631,22491,12684,2011-05-10,12,0.85,10.2,0
552631,22489,12684,2011-05-10,24,0.42,10.08,0
552631,22493,12684,2011-05-10,12,1.65,19.8,0
552631,21918,12684,2011-05-10,24,0.42,10.08,0
552631,21917,12684,2011-05-10,24,0.42,10.08,0
552631,22992,12684,2011-05-10,12,1.95,23.4,0
552631,22492,12684,2011-05-10,36,0.65,23.4,0
552631,22560,12684,2011-05-10,24,1.25,30.0,0
552631,22620,12684,2011-05-10,12,1.45,17.4,0
552631,21915,12684,2011-05-10,12,1.25,15.0,0
552631,21558,12684,2011-05-10,6,2.55,15.3,0
552631,21559,12684,2011-05-10,6,2.55,15.3,0
552631,22557,12684,2011-05-10,12,1.65,19.8,0
552631,22556,12684,2011-05-10,12,1.65,19.8,0
552631,22418,12684,2011-05-10,24,0.85,20.4,0
552631,23256,12684,2011-05-10,4,4.15,16.6,0
552631,22629,12684,2011-05-10,12,1.95,23.4,0
552631,22728,12684,2011-05-10,4,3.75,15.0,0
552631,21678,12684,2011-05-10,12,0.85,10.2,0
552631,21675,12684,2011-05-10,12,0.85,10.2,0
552631,21883,12684,2011-05-10,12,0.65,7.8,0
552631,22273,12684,2011-05-10,6,2.95,17.7,0
552631,21061,12684,2011-05-10,24,0.85,20.4,0
552631,21058,12684,2011-05-10,12,0.85,10.2,0
552631,POST,12684,2011-05-10,2,18.0,36.0,0
552826,21844,14277,2011-05-11,6,2.95,17.7,0
552826,23065,14277,2011-05-11,3,12.5,37.5,0
552826,21623,14277,2011-05-11,2,9.95,19.9,0
552826,23072,14277,2011-05-11,2,12.5,25.0,0
552826,23071,14277,2011-05-11,2,12.5,25.0,0
552826,23147,14277,2011-05-11,12,1.45,17.4,0
552826,23146,14277,2011-05-11,8,3.29,26.32,0
552826,23075,14277,2011-05-11,10,4.15,41.5,0
552826,23254,14277,2011-05-11,6,4.15,24.9,0
552826,23109,14277,2011-05-11,24,2.89,69.36,0
